title,abstract,pmc_id,pmc_url
Multidimensional assessment of social cognition using non-immersive virtual reality in dementia with Lewy bodies and Alzheimer's disease: an exploratory study.,"Few studies have focused on social cognition in dementia with Lewy bodies (DLB), even though some brain structures being well known as underlying social cognitive processes are directly impacted in this disease. Furthermore, social cognition processes have been mostly studied independently using evaluations with poor ecological validity. We aimed at studying the ability of a new naturalistic and multidimensional social cognition task to reveal impairments in DLB patients. We chose to compare the profile of these patients with that of Alzheimer's disease (AD) patients, for which social cognition is better preserved.",Not available,URL not available
Atrial Fibrillation and Cognitive Disorders.,"The prevalence of atrial fibrillation among older adults is increasing. Research has indicated that atrial fibrillation is linked to cognitive impairment disorders such as Alzheimer and vascular dementia, as well as Parkinson disease. Various mechanisms are believed to be shared between atrial fibrillation and cognitive impairment disorders. The specific pathologies and mechanisms of different cognitive disorders are still being studied. Potential mechanisms include cerebral hypoperfusion, ischemic or hemorrhagic infarction, and cerebrovascular reactivity to carbon dioxide. Additionally, circulatory biomarkers and certain infectious organisms appear to be involved. This review offers an examination of the overlapping epidemiology between atrial fibrillation and cognitive disorders, explores different cognitive disorders and their connections with this arrhythmia, and discusses trials and guidelines for preventing and treating atrial fibrillation in patients with cognitive disorders. It synthesizes existing knowledge on the management of atrial fibrillation and identifies areas that require further investigation to bridge the gap in understanding the complex relationship between dementia and atrial fibrillation.",Not available,URL not available
Longitudinal trajectories of stress and positive aspects of dementia caregiving: Findings from the IDEAL programme.,Understanding what influences changes over time in caregiver well-being is important for the development of effective support. This study explores differences in trajectories of caregiver stress and positive aspects of caregiving (PAC).,Not available,URL not available
Molecular Dynamics Simulation Study of the Self-Assembly of Tau-Derived PHF6 and Its Inhibition by Oleuropein Aglycone from Extra Virgin Olive Oil.,"Alzheimer's disease (AD) and other taupathies are neurodegenerative disorders associated with the amyloid deposition of the Tau protein in the brain. This amyloid formation may be inhibited by small molecules, which is recognized as one of the best therapeutic strategies to stop the progression of the disease. This work focuses on the small nucleating segment, hexapeptide-paired helical filament 6 (PHF6), responsible for Tau aggregation. Using computational modeling and classical molecular dynamics simulations, we show that PHF6 monomers collapse in water to form β-sheet rich structures, and the main olive oil polyphenol oleuropein aglycone (OleA) prevents peptide aggregation significantly. We gradually increase the ratio of the PHF6-OleA from 1:1 to 1:3 and find that for the 1:1 ratio, the peptide monomers are prone to form aggregated structures, while for the 1:2 ratio, the formation of the extended β-sheet structure is significantly less. For a 1:3 ratio of protein/OleA, the peptide residues are sufficiently crowded by OleA molecules through hydrogen bonding, hydrophobic interactions, and π-π stacking; hence, the peptide chains prefer to exist in a monomeric random coil conformation.",Not available,URL not available
Elevated calcineurin activity in primary astrocytes leads to the dephosphorylation of connexin 43 in conjunction with increased membrane permeability.,"Hyperactivation of the Ca2+/calmodulin-dependent phosphatase calcineurin (CN) is observed in reactive astrocytes associated with neuroinflammation and progressive degenerative diseases, like Alzheimer's disease. Apart from key transcription factors (e.g. nuclear factor of activated t cells and nuclear factor-κB) very few other CN-dependent pathways have been studied in astrocytes. The hemichannel protein, connexin 43 (Cx43) is found at high levels in astrocytes and contains a CN-sensitive Ser residue near its carboxy terminus. CN-dependent dephosphorylation of Cx43 has been reported in primary astrocytes treated with injurious stimuli, but much remains unknown about CN/Cx43 interactions in the context of neuroinflammation and disease. Western blots were used to assess total Cx43 and dephosphorylated Cx43 subtypes in rat embryonic primary astrocytes treated with a hyperactive CN fragment (ΔCN, via adenovirus), or with a proinflammatory cytokine cocktail. Under similar treatment conditions, an ethidium bromide (EtBr) uptake assay was used to assess membrane permeability. Effects of ΔCN and cytokines were tested in the presence or absence of the CN inhibitor, cyclosporin A. A connexin inhibitor, carbenoxolone was also used in EtBr assays to assess the involvement of connexins in membrane permeability. Treatment with ΔCN or cytokines increased dephosphorylated Cx43 levels in conjunction with increased membrane permeability (elevated EtBr uptake). Effects of ΔCN or cytokine treatment were blocked by cyclosporine A. Treatment-induced changes in EtBr uptake were also inhibited by carbenoxolone. The results suggest that Cx43 hemichannels could be an important mechanism through which astrocytic CN disrupts neurologic function associated with neurodegenerative disease.",Not available,URL not available
Effect of Population-Level Blood Pressure Treatment Strategies on Cardiovascular and Cognitive Outcomes.,"The large and increasing number of adults living with dementia is a pressing societal priority, which may be partially mitigated through improved population-level blood pressure (BP) control. We explored how tighter population-level BP control affects the incidence of atherosclerotic cardiovascular disease (ASCVD) events and dementia.",Not available,URL not available
Seeing beyond the symptoms: biomarkers and brain regions linked to cognitive decline in Alzheimer's disease.,"Early Alzheimer's disease (AD) diagnosis remains challenging, necessitating specific biomarkers for timely detection. This study aimed to identify such biomarkers and explore their associations with cognitive decline.",PMC11135344,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11135344/
Energy landscape analysis of brain network dynamics in Alzheimer's disease.,"Alzheimer's disease (AD) is a common neurodegenerative dementia, characterized by abnormal dynamic functional connectivity (DFC). Traditional DFC analysis, assuming linear brain dynamics, may neglect the complexity of the brain's nonlinear interactions. Energy landscape analysis offers a holistic, nonlinear perspective to investigate brain network attractor dynamics, which was applied to resting-state fMRI data for AD in this study.",PMC11133694,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11133694/
Deep learning model for individualized trajectory prediction of clinical outcomes in mild cognitive impairment.,Accurately predicting when patients with mild cognitive impairment (MCI) will progress to dementia is a formidable challenge. This work aims to develop a predictive deep learning model to accurately predict future cognitive decline and magnetic resonance imaging (MRI) marker changes over time at the individual level for patients with MCI.,PMC11135285,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11135285/
Correlation of metal ions with specific brain region volumes in neurodegenerative diseases.,"There are reports stating that deteriorations in metal homeostasis in neurodegenerative diseases promote abnormal protein accumulation. In this study, the serum metal levels in Alzheimer's disease (AD) and Parkinson's disease (PD) and its relationship with the cortical regions of the brain were investigated.",PMC10763799,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10763799/
Adolescent stress accelerates postpartum novelty recognition impairment in 5xFAD mice.,"Pregnancy and the postpartum period induce physiological changes that can influence women's cognitive functions. Alzheimer's disease (AD) has a higher prevalence in women and is exacerbated by early life stress. In the present study, we found that late adolescent social isolation combined with the experience of pregnancy and delivery accelerates the onset of cognitive deficits in 5xFAD dams, particularly affecting their ability to recognize novelty. These cognitive deficits manifested as early as 16 weeks, earlier than the usual timeline for these mice, and were closely associated with increased levels of corticosterone, suggesting dysregulation of the hypothalamic-pituitary-adrenal (HPA) axis. Notably, the presence of ",PMC11133596,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11133596/
Hepatotoxicity assessment of innovative nutritional supplements based on olive-oil formulations enriched with natural antioxidants.,"This study focuses on the assessment of extra virgin olive-oil and olive fruit-based formulations enriched with natural antioxidants as potential nutritional supplements for alleviating symptoms and long-term consequences of illnesses whose molecular pathophysiology is affected by oxidative stress and inflammation, such as Alzheimer's disease (AD).",PMC11133736,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11133736/
Exploring the in vitro stability of insulin degrading enzyme as a potential biomarker for neurocognitive disorders and Alzheimer's disease risk.,"Insulin degrading enzyme (IDE) plays a critical role in degrading insulin and beta-forming proteins, implicating its significance as a biomarker in metabolic dysfunction and neurocognitive disorders, including Alzheimer's disease (AD). Understanding the impact of pre-analytic conditions of in vitro IDE levels is imperative for reliable biomarker assessment. This study explored the influence of freeze-thaw cycles, storage temperature, and storage time on IDE levels in human serum. Serum samples from seven healthy volunteers were subjected to various storage conditions, including refrigeration (4 °C) and freezing (-20 °C and -80 °C) for 24 h and six months, with differing freeze-thaw cycles. In vitro IDE levels were measured at 24 h and after 6 months using ELISA. Results indicate that while short-term storage at either -20 °C or -80 °C yielded similar IDE levels, prolonged storage and multiple freeze-thaw cycles significantly impacted IDE stability, with colder temperatures exhibiting better preservation. Although further research with larger cohorts and longer storage time is warranted to establish clinical significance, our study suggests preferential use of unthawed samples or consistent freeze-thaw conditions for accurate IDE assessment. Thus, optimizing sample storage conditions is paramount for reliable IDE biomarker analysis in clinical and research settings.",PMC11134899,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11134899/
MicroRNAs in microglia: deciphering their role in neurodegenerative diseases.,"This review presents a comprehensive analysis of the role of microRNAs in microglia and their implications in the pathogenesis of neurodegenerative diseases. Microglia, as the resident immune cells of the central nervous system (CNS), are pivotal in maintaining neural homeostasis and responding to pathological changes. Recent studies have highlighted the significance of miRNAs, small non-coding RNA molecules, in regulating microglial functions. In neurodegenerative diseases, such as Alzheimer's Disease (AD), Parkinson's Disease (PD), Amyotrophic Lateral Sclerosis (ALS), and Multiple Sclerosis (MS), dysregulated miRNA expression in microglia contributes to disease progression through various mechanisms such regulation of gene expression, as modulation of cytokine response and phagocytosis. This review synthesizes current knowledge on how miRNAs influence microglial activation, cytokine production, and phagocytic activity. Specific miRNAs, such as miR-155, are explored for their roles in modulating microglial responses in the context of neuroinflammation and neurodegeneration. The study also discusses the impact of miRNA dysregulation on the transition of microglia from a neuroprotective to a neurotoxic phenotype, a critical aspect in the progression of neurodegenerative diseases.",PMC11133688,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11133688/
Alcohol Use Disorder and Dementia: A Review.,"By 2040, 21.6% of Americans will be over age 65, and the population of those older than age 85 is estimated to reach 14.4 million. Although not causative, older age is a risk factor for dementia: every 5 years beyond age 65, the risk doubles; approximately one-third of those older than age 85 are diagnosed with dementia. As current alcohol consumption among older adults is significantly higher compared to previous generations, a pressing question is whether drinking alcohol increases the risk for Alzheimer's disease or other forms of dementia.",PMC11135165,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11135165/
Challenges and proposed solutions to conducting Alzheimer's disease psychosis trials.,"Alzheimer's disease psychosis (ADP) produces a significant burden for patients and their care partners, but at present there are no approved treatments for ADP. The lack of approved treatments may be due to the challenges of conducting clinical trials for this disease. This perspective article discusses distinct challenges and proposed solutions of conducting ADP trials involving seven key areas: (1) methods to reduce the variable and sometimes high rates of placebo response that occur for treatments of neuropsychiatric symptoms; (2) the use of combined or updated criteria that provide a precise, consensus definition of ADP; (3) the use of eligibility criteria to help recruit individuals representative of the larger ADP population and overcome the difficulty of recruiting patients with moderate-to-severe ADP; (4) consideration of multiple perspectives and implementation of technology to reduce the variability in the administration and scoring of neuropsychiatric symptom assessments; (5) the use of clinically appropriate, ",PMC11135469,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11135469/
The Effects of Chiropractic Spinal Adjustment on EEG in Adults with Alzheimer's and Parkinson's Disease: A Pilot Randomised Cross-over Trial.,"In this study, we explored the effects of chiropractic spinal adjustments on resting-state electroencephalography (EEG) recordings and early somatosensory evoked potentials (SEPs) in Alzheimer's and Parkinson's disease.",Not available,URL not available
The Role of Microglia with Mitochondrial Dysfunction and Its Therapeutic Prospects in Alzheimer's Disease.,"Alzheimer's disease (AD), a primary cause of dementia, is rapidly emerging as one of the most financially taxing, lethal, and burdensome diseases of the 21st century. Increasing evidence suggests that microglia-mediated neuroinflammation plays a key role in both the initiation and progression of AD. Recently, emerging evidence has demonstrated mitochondrial dysfunction, particular in microglia where precedes neuroinflammation in AD. Multiple signaling pathways are implicated in this process and pharmaceutical interventions are potentially involved in AD treatment. In this review, advance over the last five years in the signaling pathways and pharmaceutical interventions are summarized and it is proposed that targeting the signaling pathways in microglia with mitochondrial dysfunction could represent a novel direction for AD treatment.",Not available,URL not available
Photobiomodulation Therapy: A Novel Therapeutic Approach to Alzheimer's Disease Made Possible by the Evidence of a Brain-Gut Interconnection.,"The evidence of brain-gut interconnections in Alzheimer's disease (AD) opens novel avenues for the treatment of a pathology for which no definitive treatment exists. Gut microbiota and bacterial translocation may produce peripheral inflammation and immune modulation, contributing to brain amyloidosis, neurodegeneration, and cognitive deficits in AD. The gut microbiota can be used as a potential therapeutic target in AD. In particular, photobiomodulation (PBM) can affect the interaction between the microbiota and the immune system, providing a potential explanation for its restorative properties in AD-associated dysbiosis. PBM is a safe, non-invasive, non-ionizing, and non-thermal therapy that uses red or near-infrared light to stimulate the cytochrome ",Not available,URL not available
[Experimental study on improvement of cognitive impairment in Alzheimer's disease by different degrees of steaming and sunning of Polygoni Multiflori Radix based on fecal metabolomics].,"The fecal metabolomics method was employed to investigate the cognitive improvement mechanism of Polygoni Multiflori Radix in Alzheimer's disease(AD) and examine the effects of different degrees of steaming and sunning on cognitive function in AD model mice. Additionally, the processing principle of Polygoni Multiflori Radix was discussed. Forty-eight 5-month-old APP/PS1 mice were randomly assigned to the following groups: model group, positive group, raw product group, three-steaming and three-sunning product group, six-steaming and six-sunning product group, and nine-steaming and nine-sunning product group. Seven negative control mice from the same litter were included as the blank group. After 150 days of intragastric administration, the learning and memory abilities of mice in each group were assessed by using the Barnes maze and dark avoidance tests. Fecal samples were collected for extensive targeted metabolomics testing. Principal component analysis(PCA), orthogonal partial least squares discriminant analysis(OPLS-DA), and other multivariate statistical methods were utilized to analyze metabolites in mouse feces. Comparison of behavioral results between the model group and different product groups demonstrated that the six-steaming and six-sunning product group exhibited significantly reduced latency in the Barnes maze positioning and navigation test(P&lt;0.05), as well as a notable decrease in the number of errors in the space exploration experiment(P&lt;0.05). Moreover, the latency of mice entering the dark box for the first time in the dark avoidance experiment was significantly prolonged(P&lt;0.05), indicating the best overall improvement in the learning and memory ability of AD model mice. Metabolomics results revealed that compared with the model group, the differential metabolites in other groups in descending order were as follows: six-steaming and six-sunning product group &gt; nine-steaming and nine-sunning product group &gt; raw product group &gt; three-steaming and three-sunning product group, encompassing 146, 120, 95, and 81 potential biomarkers, respectively. Among them, 16 differential metabolites were related to AD disease. Further comparisons based on the degree of processing indicated that the six-steaming and six-sunning product group exhibited the most significant adjustments in total metabolic pathways, particularly regulating the interconversion of pentose and glucuronic acid, as well as amino acid anabolism and other pathways. In summary, the mechanism of Polygoni Multiflori Radix after processing in enhancing the learning and memory ability of APP/PS1 mice may be associated with improved amino acid metabolism and increased energy metabolism in the body. The six-steaming and six-sunning yielded the best outcomes.",Not available,URL not available
[Effect of Huanglian Jiedu Decoction on TREM2/Akt/GSK3β pathway in cerebral cortex of APP/PS1 transgenic mice].,"The Chinese medical mechanism of Huanglian Jieduo Decoction on treating Alzheimer's disease(AD) characterized by &quot;toxin damaging brain collateral&quot; is still unclear. This study aims to explore the mechanism of Huanglian Jieduo Decoction on regulating triggering receptor expressed on myeloid cells 2(TREM2)/protein kinase B(Akt)/glycogen synthase kinase 3β(GSK3β) pathway to improve the cognitive deficit in APP/PS1 transgenic mice. APP/PS1 mice of approximately nine months old were randomly divided into the model group, the low, medium, and high(2.5, 5, and 10 g·kg~(-1)) groups of Huanglian Jiedu Decoction, and 0.75 mg·kg~(-1) donepezil hydrochloride group, and the C57BL/6J mice with the same age were taken as the normal group. After one month of continuous oral administration, a Morris water maze was performed to detect the learning and memory ability of mice. Hematoxylin-eosin(HE) staining was applied to observe the morphology of neuronal cells in the cortical area of mice. Immunofluorescence was used to detect the protein expressions of β-amyloid(Aβ_(1-42)), CD86, and arginase 1(Arg1). The mRNA levels of interleukin(IL)-1β, IL-6, and IL-10 in the cortex of mice were detected by real-time fluorescence quantitative polymerase chain reaction(RT-qPCR). The protein expressions of TREM2, phosphoinositide-3 kinase(PI3K), Akt, GSK3β, and beta-catenin(β-catenin) in mouse cortex were determined by Western blot. The results indicated that the escape latency of the model group was significantly prolonged, and the residence time in the target quadrant and the number of crossing the platform were significantly reduced compared with the normal group. Mice in the model group had a significantly lower number of neurons in the cortex and showed nuclear pyknosis and a significant increase in the expressions of Aβ_(1-42) and CD86. The mRNA levels of IL-1β and IL-6 in tissue were significantly increased, IL-10 were increased, while Arg1 were significantly decreased. The expression of TREM2, p-PI3K(Y607), p-Akt(T308), p-GSK3β(Ser9), and β-catenin in the cortex were significantly down-regulated. Compared with the model group, the escape latency of the mice in the administration group was significantly shortened, and the number of crossing the platform and the residence time in the target quadrant were significantly increased. Furthermore, the number of neurons in the cortex of mice was increased, and nuclear pyknosis was improved. Aβ_(1-42) deposition was decreased significantly. The mRNA levels of IL-1β, IL-6 and CD86 were significantly decreased, while IL-10 and Arg1 levels were significantly increased. The expression of TREM2, p-PI3K(Y607), p-Akt(T308), p-GSK3β(Ser9), and β-catenin protein in the cortex of each administration group was significantly up-regulated compared with the model group. In conclusion, Huanglian Jiedu Decoction reduced the expression of Aβ_(1-42) and neuroinflammation to a neuro-protective effect, thereby improving the learning and memory ability in APP/PS1 mice, which may be related to the TREM2/Akt/GSK3β signaling pathway.",Not available,URL not available
[Research progress on mechanisms of ligustilide in treatment of nervous system diseases].,"Ligustilide is the main active component of the volatile oil from Angelica sinensis and Ligusticum chuanxiong in the Umbelliferae family. It is a phthalein compound with anti-inflammatory, analgesic, antioxidant, anti-tumor, anti-atherosclerosis, neuroprotective, and other pharmacological effects. It can improve the permeability of the blood-brain barrier and has important potential in the treatment of neurodegenerative diseases and other nervous system diseases, such as Alzheimer's disease, ischemic stroke, Parkinson's disease, vascular dementia, and depression. Therefore, the mechanism of ligustilide in the treatment of nervous system diseases was summarized to provide a reference for drug development and clinical application.",Not available,URL not available
Automated deep learning segmentation of neuritic plaques and neurofibrillary tangles in Alzheimer disease brain sections using a proprietary software.,"Neuropathological diagnosis of Alzheimer disease (AD) relies on semiquantitative analysis of phosphorylated tau-positive neurofibrillary tangles (NFTs) and neuritic plaques (NPs), without consideration of lesion heterogeneity in individual cases. We developed a deep learning workflow for automated annotation and segmentation of NPs and NFTs from AT8-immunostained whole slide images (WSIs) of AD brain sections. Fifteen WSIs of frontal cortex from 4 biobanks with varying tissue quality, staining intensity, and scanning formats were analyzed. We established an artificial intelligence (AI)-driven iterative procedure to improve the generation of expert-validated annotation datasets for NPs and NFTs thereby increasing annotation quality by >50%. This strategy yielded an expert-validated annotation database with 5013 NPs and 5143 NFTs. We next trained two U-Net convolutional neural networks for detection and segmentation of NPs or NFTs, achieving high accuracy and consistency (mean Dice similarity coefficient: NPs, 0.77; NFTs, 0.81). The workflow showed high generalization performance across different cases. This study serves as a proof-of-concept for the utilization of proprietary image analysis software (Visiopharm) in the automated deep learning segmentation of NPs and NFTs, demonstrating that AI can significantly improve the annotation quality of complex neuropathological features and enable the creation of highly precise models for identifying these markers in AD brain sections.",Not available,URL not available
Unraveling the complex role of MAPT-containing H1 and H2 haplotypes in neurodegenerative diseases.,"A ~ 1 Mb inversion polymorphism exists within the 17q21.31 locus of the human genome as direct (H1) and inverted (H2) haplotype clades. This inversion region demonstrates high linkage disequilibrium, but the frequency of each haplotype differs across ancestries. While the H1 haplotype exists in all populations and shows a normal pattern of genetic variability and recombination, the H2 haplotype is enriched in European ancestry populations, is less frequent in African ancestry populations, and nearly absent in East Asian ancestry populations. H1 is a known risk factor for several neurodegenerative diseases, and has been associated with many other traits, suggesting its importance in cellular phenotypes of the brain and entire body. Conversely, H2 is protective for these diseases, but is associated with predisposition to recurrent microdeletion syndromes and neurodevelopmental disorders such as autism. Many single nucleotide variants and copy number variants define H1/H2 haplotypes and sub-haplotypes, but identifying the causal variant(s) for specific diseases and phenotypes is complex due to the extended linkage equilibrium. In this review, we assess the current knowledge of this inversion region regarding genomic structure, gene expression, cellular phenotypes, and disease association. We discuss recent discoveries and challenges, evaluate gaps in knowledge, and highlight the importance of understanding the effect of the 17q21.31 haplotypes to promote advances in precision medicine and drug discovery for several diseases.",PMC11138017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11138017/
Integrating a multimodal lifestyle intervention with medical food in prodromal Alzheimer's disease: the MIND-AD,"The Finnish Geriatric Intervention Study to Prevent Cognitive Impairment and Disability (FINGER) showed cognitive benefits from a multidomain lifestyle intervention in at-risk older people. The LipiDiDiet trial highlighted benefits of medical food in prodromal Alzheimer's disease (AD). However, the feasibility and impact of multimodal interventions combining lifestyle with medical food in prodromal AD is unclear.",PMC11138035,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11138035/
Association between serum 25-hydroxyvitamin D3 level and cognitive impairment in older chronic kidney disease patients.,"This study aims to examine whether hypovitaminosis D was associated with cognitive impairment among chronic kidney patients with different level of albuminuria. This population-based cross-sectional study was conducted on elderly (over 60 years old) with urine albumin to creatinine ratio (UACR) ≥ 30 mg/g from 2011 to 2014 in the US National Health and Nutrition Examination Survey (NHANES). Cognitive function was assessed by the Consortium to Establish a Registry for Alzheimer's Disease Word List Learning (CERAD). Subjects were divided into 2 groups according to the absence or presence of cognitive impairment and a propensity score matching (PSM) was further conducted. The association was assessed with Spearman correlation and logistic regression analysis. The positive association of 25-hydroxyvitamin D3 (25(OH)D3) and cognitive score was presented. PSM analysis revealed that a higher level of 25(OH)D3 correlated to a better cognitive function in CKD patients with albuminuria, especially in patients with 30 mg/g ≤ UACR < 300 mg/g. This study indicated that a low 25(OH)D3 level was associated with poor cognitive performance, especially in patients with microalbuminuria. Thus, early diagnosis of vitamin D insufficiency and an effective intervention might be a useful therapeutic strategy to prevent cognitive decline in patients with the progression of renal dysfunction.",PMC11137016,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11137016/
Cerebrovascular disease emerges with age and Alzheimer's disease in adults with Down syndrome.,"Adults with Down syndrome have a genetic form of Alzheimer's disease (AD) and evidence of cerebrovascular disease across the AD continuum, despite few systemic vascular risk factors. The onset and progression of AD in Down syndrome is highly age-dependent, but it is unknown at what age cerebrovascular disease emerges and what factors influence its severity. In the Alzheimer's Biomarker Consortium-Down Syndrome study (ABC-DS; n = 242; age = 25-72), we estimated the age inflection point at which MRI-based white matter hyperintensities (WMH), enlarged perivascular spaces (PVS), microbleeds, and infarcts emerge in relation to demographic data, risk factors, amyloid and tau, and AD diagnosis. Enlarged PVS and infarcts appear to develop in the early 30s, while microbleeds, WMH, amyloid, and tau emerge in the mid to late 30s. Age-residualized WMH were higher in women, in individuals with dementia, and with lower body mass index. Participants with hypertension and APOE-ε4 had higher age-residualized PVS and microbleeds, respectively. Lifespan trajectories demonstrate a dramatic cerebrovascular profile in adults with Down syndrome that appears to evolve developmentally in parallel with AD pathophysiology approximately two decades prior to dementia symptoms.",PMC11137035,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11137035/
PET/MRI multimodality imaging to evaluate changes in glymphatic system function and biomarkers of Alzheimer's disease.,The glymphatic system is considered to play a pivotal role in the clearance of disease-causing proteins in neurodegenerative diseases. This study employed MR diffusion tensor imaging (DTI) to evaluate glymphatic system function and its correlation with brain amyloid accumulation levels measured using [,PMC11137097,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11137097/
Development of a novel non-invasive biomarker panel for hepatic fibrosis in MASLD.,"Accurate non-invasive biomarkers to diagnose metabolic dysfunction-associated steatotic liver disease (MASLD)-related fibrosis are urgently needed. This study applies a translational approach to develop a blood-based biomarker panel for fibrosis detection in MASLD. A molecular gene expression signature identified from a diet-induced MASLD mouse model (LDLr-/-.Leiden) is translated into human blood-based biomarkers based on liver biopsy transcriptomic profiles and protein levels in MASLD patient serum samples. The resulting biomarker panel consists of IGFBP7, SSc5D and Sema4D. LightGBM modeling using this panel demonstrates high accuracy in predicting MASLD fibrosis stage (F0/F1: AUC = 0.82; F2: AUC = 0.89; F3/F4: AUC = 0.87), which is replicated in an independent validation cohort. The overall accuracy of the model outperforms predictions by the existing markers Fib-4, APRI and FibroScan. In conclusion, here we show a disease mechanism-related blood-based biomarker panel with three biomarkers which is able to identify MASLD patients with mild or advanced hepatic fibrosis with high accuracy.",PMC11137090,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11137090/
An N-terminal acidic β-sheet domain is responsible for the metal-accumulation properties of amyloid-β protofibrils: a molecular dynamics study.,The influence of metal ions on the structure of amyloid- ,3174086,https://www.ncbi.nlm.nih.gov/pmc/articles/3174086/
"Physical exercise, cognition, and brain health in aging.","Exercise training is an important strategy to counteract cognitive and brain health decline during aging. Evidence from systematic reviews and meta-analyses supports the notion of beneficial effects of exercise in cognitively unimpaired and impaired older individuals. However, the effects are often modest, and likely influenced by moderators such as exercise training parameters, sample characteristics, outcome assessments, and control conditions. Here, we discuss evidence on the impact of exercise on cognitive and brain health outcomes in healthy aging and in individuals with or at risk for cognitive impairment and neurodegeneration. We also review neuroplastic adaptations in response to exercise and their potential neurobiological mechanisms. We conclude by highlighting goals for future studies, including addressing unexplored neurobiological mechanisms and the inclusion of under-represented populations.",Not available,URL not available
Changes in the Extracellular Matrix with Aging: A Larger Role in Alzheimer's Disease.,No abstract,Not available,URL not available
Morphological features and types of aggregated structures.,"In vivo, protein aggregation arises due to incorrect folding or misfolding. The aggregation of proteins into amyloid fibrils is the characteristic feature of various misfolding diseases known as amyloidosis, such as Alzheimer's and Parkinson's disease. The heterogeneous nature of these fibrils restricts the extent to which their structure may be characterized. Advancements in techniques, such as X-ray diffraction, cryo-electron microscopy, and solid-state NMR have yielded intricate insights into structures of different amyloid fibrils. These studies have unveiled a diverse range of polymorphic structures that typically conform to the cross-β amyloid pattern. This chapter provides a concise overview of the information acquired in the field of protein aggregation, with particular focus on amyloids.",Not available,URL not available
