title,abstract,pmc_id,pmc_url
Dynamic undirected graphical models for time-varying clinical symptom and neuroimaging networks.,"In this work, we propose methods to examine how the complex interrelationships between clinical symptoms and, separately, brain imaging biomarkers change over time leading up to the diagnosis of a disease in subjects with a known genetic near-certainty of disease. We propose a time-dependent undirected graphical model that ensures temporal and structural smoothness across time-specific networks to examine the trajectories of interactions between markers aligned at the time of disease onset. Specifically, we anchor subjects relative to the time of disease diagnosis (anchoring time) as in a revival process, and we estimate networks at each time point of interest relative to the anchoring time. To use all available data, we apply kernel weights to borrow information across observations that are close to the time of interest. Adaptive lasso weights are introduced to encourage temporal smoothness in edge strength, while a novel elastic fused- ",Not available,URL not available
Exploring the Therapeutic Potential of Benfotiamine in a Sporadic Alzheimer's-Like Disease Rat Model: Insights into Insulin Signaling and Cognitive function.,"Alzheimer's disease (AD) is a complex neurodegenerative process, also considered a metabolic condition due to alterations in glucose metabolism and insulin signaling pathways in the brain, which share similarities with diabetes. This study aimed to investigate the therapeutic effects of benfotiamine (BFT), a vitamin B1 analog, in the early stages of the neurodegenerative process in a sporadic model of Alzheimer's-like disease induced by intracerebroventricular injection of streptozotocin (STZ). Supplementation with 150 mg/kg of BFT for 7 days reversed the cognitive impairment in short- and long-term memories caused by STZ in rodents. We attribute these effects to BFT's ability to modulate glucose transporters type 1 and 3 (GLUT1 and GLUT3) in the hippocampus, inhibit GSK3 activity in the hippocampus, and modulate the insulin signaling in the hippocampus and entorhinal cortex, as well as reduce the activation of apoptotic pathways (BAX) in the hippocampus. Therefore, BFT emerges as a promising and accessible intervention in the initial treatment of conditions similar to AD.",Not available,URL not available
Systemic Administration of Neurotransmitter-Derived Lipidoids-PROTACs-DNA Nanocomplex Promotes Tau Clearance and Cognitive Recovery for Alzheimer's Disease Therapy.,"Alzheimer's disease (AD) poses a significant burden on the economy and healthcare systems worldwide. Although the pathophysiology of AD remains debatable, its progression is strongly correlated with the accumulation of tau aggregates. Therefore, tau clearance from brain lesions can be a promising strategy for AD therapy. To achieve this, the present study combined proteolysis-targeting chimera (PROTAC), a novel protein-degradation technique that mediates degradation of target proteins via the ubiquitin-proteasome system, and a neurotransmitter-derived lipidoid (NT-lipidoid) nanoparticle delivery system with high blood-brain barrier-penetration activity, to generate a novel nanomedicine named NPD. Peptide 1, a cationic tau-targeting PROTAC is loaded onto the positively charged nanoparticles using DNA-intercalation technology. The resulting nanomedicine displayed good encapsulation efficiency, serum stability, drug release profile, and blood-brain barrier-penetration capability. Furthermore, NPD potently induced tau clearance in both cultured neuronal cells and the brains of AD mice. Moreover, intravenous injection of NPD led to a significant improvement in the cognitive function of the AD mice, without any remarkable abnormalities, thereby supporting its clinical development. Collectively, the novel nanomedicine developed in this study may serve as an innovative strategy for AD therapy, since it effectively and specifically induces tau protein clearance in brain lesions, which in turn enhances cognition.",Not available,URL not available
Superoxide dismutase and neurological disorders.,"Superoxide dismutase (SOD) is a common antioxidant enzyme found majorly in living cells. The main physiological role of SOD is detoxification and maintain the redox balance, acts as a first line of defence against Reactive nitrogen species (RNS), Reactive oxygen species (ROS), and other such potentially hazardous molecules. SOD catalyses the conversion of superoxide anion free radicals (O ",PMC11240301,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11240301/
Ethnic differences in the effects of apolipoprotein E ɛ4 and vascular risk factors on accelerated brain aging.,"The frequency of the apolipoprotein E ɛ4 allele and vascular risk factors differs among ethnic groups. We aimed to assess the combined effects of apolipoprotein E ɛ4 and vascular risk factors on brain age in Korean and UK cognitively unimpaired populations. We also aimed to determine the differences in the combined effects between the two populations. We enrolled 2314 cognitively unimpaired individuals aged ≥45 years from Korea and 6942 cognitively unimpaired individuals from the UK, who were matched using propensity scores. Brain age was defined using the brain age index. The apolipoprotein E genotype (ɛ4 carriers, ɛ2 carriers and ɛ3/ɛ3 homozygotes) and vascular risk factors (age, hypertension and diabetes) were considered predictors. Apolipoprotein E ɛ4 carriers in the Korean (",PMC11242459,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11242459/
The therapeutic value of thiazole and thiazolidine derivatives in Alzheimer's disease: a systematic literature review.,Alzheimer's disease (AD) is a common neurodegenerative disease and the fifth leading cause of death among the elderly. The development of drugs for AD treatment is based on inhibiting cholinesterase (ChE) activity and inhibiting amyloid-beta peptide and tau protein aggregations. Many ,PMC11244712,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11244712/
,Oxidative stress plays an important role in Alzheimer's disease (AD) pathogenesis. ,PMC11244708,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11244708/
Enhancing socio-communicative functions in an MCI patient with intra-nasal insulin: a case report.,"This report examines extended intra-nasal insulin treatment [INI] for an Insulin Resistant early Mild Cognitive Impairment [MCI] patient. Patient [EJ] also had medial temporal lobe [MTL] damage, poor short-term memory, significant irritability, and social and linguistic withdrawal at treatment start. Compared to baseline, nine months INI treatment increased grey matter volume, lowered beta-amyloid levels, and improved MCI and FAS scores. Patient also increased pragmatic capacities in social conversation and procedural memory. These findings align with results from prior clinical trials on INI and suggest that treatment can slow neurodegenerative disease progression in early MCI patients.",PMC11239438,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11239438/
"Carboxymethylcellulose encapsulated fingolimod, siRNA@ZnO hybrid nanocomposite as a new anti-Alzheimer's material.","Alzheimer's disease (AD) is a fatal neurological disorder that causes cognitive and memory function to deteriorate. A critical pathogenic event that speeds up the development of AD is the interaction between dysfunctional microglia and amyloid-β (Aβ). We have developed a hybrid nanocomposite material to treat AD by normalizing the dysfunctional microglia. The material is based on carboxymethylcellulose (CMC) encapsulated fingolimod, siRNA, and zinc oxide (ZnO) with variable loading (CMC-Fi-siRNA@ZnO ",PMC11240087,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11240087/
Cerebellum in Alzheimer's disease and other neurodegenerative diseases: an emerging research frontier.,"The cerebellum is crucial for both motor and nonmotor functions. Alzheimer's disease (AD), alongside other dementias such as vascular dementia (VaD), Lewy body dementia (DLB), and frontotemporal dementia (FTD), as well as other neurodegenerative diseases (NDs) like Parkinson's disease (PD), amyotrophic lateral sclerosis (ALS), Huntington's disease (HD), and spinocerebellar ataxias (SCA), are characterized by specific and non-specific neurodegenerations in central nervous system. Previously, the cerebellum's significance in these conditions was underestimated. However, advancing research has elevated its profile as a critical node in disease pathology. We comprehensively review the existing evidence to elucidate the relationship between cerebellum and the aforementioned diseases. Our findings reveal a growing body of research unequivocally establishing a link between the cerebellum and AD, other forms of dementia, and other NDs, supported by clinical evidence, pathological and biochemical profiles, structural and functional neuroimaging data, and electrophysiological findings. By contrasting cerebellar observations with those from the cerebral cortex and hippocampus, we highlight the cerebellum's distinct role in the disease processes. Furthermore, we also explore the emerging therapeutic potential of targeting cerebellum for the treatment of these diseases. This review underscores the importance of the cerebellum in these diseases, offering new insights into the disease mechanisms and novel therapeutic strategies.",PMC11245631,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11245631/
Neuroinflammation: A Critical Factor in Neurodegenerative Disorders.,"This review offers a comprehensive review of the signals and the paramount role neuroinflammation plays in neurodegenerative diseases such as Alzheimer's, Parkinson's, Huntington's, and amyotrophic lateral sclerosis. The study explores the sophisticated interactions between microglial, astrocytic, and dendritic cells and how neuroinflammation affects long-term neuronal damage and dysfunction. There are specific pathways related to the mentioned inflammatory processes, including Janus kinases/signal transducer and activator of transcriptions, nuclear factor-κB, and mitogen-activated protein kinases pathways. Neuroinflammation is argued to be a double-edged sword, being not only a protective agent that prevents further neuron damage but also the causative factor in more cell injury development. This concept of contrasting inflammation with neuroprotection advocates for the use of therapeutic techniques that seek to modulate neuroinflammatory responses as part of the neurodegeneration treatment. The recent research findings are integrated with the established knowledge to help present a comprehensive image of neuroinflammation's impact on neurodegenerative diseases and its implications for future therapy.",PMC11246070,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11246070/
Application of the Japanese Verbal Learning Test to Patients With Alzheimer's Disease in the Early Stage.,This study aimed to investigate the mechanism of memory function in the context of explicit memory in early-stage Alzheimer's disease (AD) using the short-form Japanese Verbal Learning Test (JVLT-9).,PMC11245176,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11245176/
Diffusion model enables quantitative CBF analysis of Alzheimer's Disease.,"Cerebral blood flow (CBF) measured by arterial spin labeling (ASL) is a promising biomarker for Alzheimer's Disease (AD). ASL data from multiple vendors were included in the Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset. However, the M0 images were missing in Siemens ASL data, prohibiting CBF quantification. Here, we utilized a generative diffusion model to impute the missing M0 and validated generated CBF data with acquired data from GE.",PMC11245071,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11245071/
Contrastive Self-supervised Learning for Neurodegenerative Disorder Classification.,"Neurodegenerative diseases such as Alzheimer's disease (AD) or frontotemporal lobar degeneration (FTLD) involve specific loss of brain volume, detectable in vivo using T1-weighted MRI scans. Supervised machine learning approaches classifying neurodegenerative diseases require diagnostic-labels for each sample. However, it can be difficult to obtain expert labels for a large amount of data. Self-supervised learning (SSL) offers an alternative for training machine learning models without data-labels. We investigated if the SSL models can applied to distinguish between different neurodegenerative disorders in an interpretable manner. Our method comprises a feature extractor and a downstream classification head. A deep convolutional neural network trained in a contrastive self-supervised way serves as the feature extractor, learning latent representation, while the classifier head is a single-layer perceptron. We used N=2694 T1-weighted MRI scans from four data cohorts: two ADNI datasets, AIBL and FTLDNI, including cognitively normal controls (CN), cases with prodromal and clinical AD, as well as FTLD cases differentiated into its sub-types. Our results showed that the feature extractor trained in a self-supervised way provides generalizable and robust representations for the downstream classification. For AD vs. CN, our model achieves 82% balanced accuracy on the test subset and 80% on an independent holdout dataset. Similarly, the Behavioral variant of frontotemporal dementia (BV) vs. CN model attains an 88% balanced accuracy on the test subset. The average feature attribution heatmaps obtained by the Integrated Gradient method highlighted hallmark regions, i.e., temporal gray matter atrophy for AD, and insular atrophy for BV. In conclusion, our models perform comparably to state-of-the-art supervised deep learning approaches. This suggests that the SSL methodology can successfully make use of unannotated neuroimaging datasets as training data while remaining robust and interpretable.",PMC11245060,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11245060/
A Comprehensive Head-to-Head Comparison of Key Plasma Phosphorylated Tau 217 Biomarker Tests.,"Plasma phosphorylated-tau 217 (p-tau217) is currently the most promising biomarkers for reliable detection of Alzheimer's disease (AD) pathology. Various p-tau217 assays have been developed, but their relative performance is unclear. We compared key plasma p-tau217 tests using cross-sectional and longitudinal measures of amyloid-β (Aβ)-PET, tau-PET, and cognition as outcomes, and benchmarked them against cerebrospinal fluid (CSF) biomarker tests. Samples from 998 individuals (mean[range] age 68.5[20.0-92.5], 53% female) from the Swedish BioFINDER-2 cohort were analyzed. Plasma p-tau217 was measured with mass spectrometry (MS) assays (the ratio between phosphorylated and non-phosphorylated [%p-tau217 ",PMC11245081,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11245081/
"Comparative Analysis of Retinal Structural and Angiographic Parameters in Diabetic Patients, Alzheimer's Disease Patients, and Healthy Controls: An OCT-Based Study.",,PMC11238853,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11238853/
Dual-specificity protein phosphatase 6 (DUSP6) overexpression reduces amyloid load and improves memory deficits in male 5xFAD mice.,Dual specificity protein phosphatase 6 (DUSP6) was recently identified as a key hub gene in a causal ,PMC11239576,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11239576/
"Defining Trajectories of Linguistic, Cognitive-Communicative, and Quality of Life Outcomes in Aphasia: Longitudinal Observational Study Protocol.","To describe the trajectories of linguistic, cognitive-communicative, and health-related quality of life (HRQOL) outcomes after stroke in persons with aphasia.",PMC11240047,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11240047/
Relations Between Cardiorespiratory Fitness and Cognition in Older Adults With Amnestic Mild Cognitive Impairment From the Aerobic Exercise and Cognitive Training (ACT) Trial: Sex Differences.,"To examine the associations of cardiorespiratory fitness with executive function, episodic memory, and global cognition and sex differences in these associations in community-dwelling older adults with amnestic mild cognitive impairment.",PMC11240017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11240017/
"Gradient synchronization for multivariate functional data, with application to brain connectivity.","Quantifying the association between components of multivariate random curves is of general interest and is a ubiquitous and basic problem that can be addressed with functional data analysis. An important application is the problem of assessing functional connectivity based on functional magnetic resonance imaging (fMRI), where one aims to determine the similarity of fMRI time courses that are recorded on anatomically separated brain regions. In the functional brain connectivity literature, the static temporal Pearson correlation has been the prevailing measure for functional connectivity. However, recent research has revealed temporally changing patterns of functional connectivity, leading to the study of dynamic functional connectivity. This motivates new similarity measures for pairs of random curves that reflect the dynamic features of functional similarity. Specifically, we introduce gradient synchronization measures in a general setting. These similarity measures are based on the concordance and discordance of the gradients between paired smooth random functions. Asymptotic normality of the proposed estimates is obtained under regularity conditions. We illustrate the proposed synchronization measures via simulations and an application to resting-state fMRI signals from the Alzheimer's Disease Neuroimaging Initiative and they are found to improve discrimination between subjects with different disease status.",PMC11239314,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11239314/
Association of Klotho with Neuropsychiatric Disorder: A Meta-Analysis.,"Neuropsychiatric disorders are mainly concerned with the behavioural, emotional and cognition symptoms that may be due to disturbed cerebral functions or extracerebral disease. Klotho protein is an antiaging protein that is mostly associated with cognitive changes in these disorders and thus this meta-analysis is conducted in order to find Klotho proteins association with these disorders. We searched related topics in pubmed, by using the key word i.e. Klotho and related disorder from neuropsychiatry e.g. Klotho levels and schizophrenia, Klotho levels and parkinsonism etc. Total 82 studies were found till 9th February 2021 after extensive search and 10 studies were selected for further analysis. The meta-analysis of studies was performed using the Random effect model. The forest plot represented each study in the meta-analysis, so as to make the comparison of SMD value across studies. The meta-analysis outcome demonstrated that overall schizophrenia had higher klotho levels as compared with bipolar disorder, psychosocial stress, parkinsonism, multiple sclerosis, depression, Alzheimer's disease, and healthy controls, followed by MS. The meta-analysis also found that bipolar disorder and Alzheimer's disease were associated with low klotho levels as compared to schizophrenia. The results indicate a significant association of the klotho levels and schizophrenia. Further studies are needed to characterize the potential biological roles of klotho levels in psychiatric disorders.",PMC11239616,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11239616/
Non-coding RNAs involved in the molecular pathology of Alzheimer's disease: a systematic review.,"Alzheimer's disease (AD) is the leading cause of dementia globally, having a pathophysiology that is complex and multifactorial. Recent findings highlight the significant role of non-coding RNAs (ncRNAs), specifically microRNAs (miRNAs), long non-coding RNAs (lncRNAs), circular RNAs (circRNAs), and piwi-interacting RNAs (piRNAs) in the molecular mechanisms underlying AD. These ncRNAs are involved in critical biological processes such as cell proliferation, apoptosis, oxidative stress, amyloid-beta aggregation, tau phosphorylation, neuroinflammation, and autophagy, which are pivotal in AD development and progression. This systematic review aims to consolidate current scientific knowledge on the role of ncRNAs in AD, making it the first to encompass the four types of ncRNAs associated with the disease. Our comprehensive search and analysis reveal that ncRNAs not only play crucial roles in the pathogenesis of AD but also hold potential as biomarkers for its early detection and as novel therapeutic targets. Specifically, the findings underscore the significance of miRNAs in regulating genes involved in key AD pathways such as activin receptor signaling pathway, actomyosin contractile ring organization, and advanced glycation endproducts-receptor advanced glycation endproducts (AGE-RAGE) signaling pathway. This review also highlights the potential of ncRNAs in unveiling novel diagnostic and therapeutic strategies, emphasizing the need for further research to validate their clinical utility. Our systematic exploration provides a foundation for future bioinformatic analyses and the development of ncRNA-based precision medicine approaches for AD, offering new insights into the disease's molecular pathology and paving the way for innovative treatment strategies.",PMC11243705,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11243705/
